,speech_text,intent,sampled,speech_text_augmented
1246,open radia,play_radio,False,clear radia
1232,play the last radio channel,play_radio,False,drama the last radiocommunication channel
1251,please play program on xmtune,play_radio,False,please drama program on xmtune
1243,play the bob and tom show,play_radio,False,play the shilling and Uncle_Tom show
1258,switch on the radio,play_radio,False,switch on the radiocommunication
1231,i need you to start fm eight hundred and ninety radio channel,play_radio,False,i demand you to start fm 8 hundred and 90 radiocommunication channel
1249,play the urban radio station,play_radio,False,drama the urban radiocommunication station
1235,start the radio now,play_radio,False,start the radiocommunication now
1275,what is my next event,calendar_query,False,what is my next event
1262,do i have any appointments scheduled for march twenty four two thousand and seventeen,calendar_query,False,do i have any appointments schedule for march 20 4 two thousand and 17
1276,which is the next event coming up,calendar_query,False,which is the next event coming up
1271,what is scheduled on my calendar today,calendar_query,False,what is scheduled on my calendar today
1266,what do i have scheduled on july seventh,calendar_query,False,what do i have scheduled on july seventh
1288,do i have anything planned for the twenty first,calendar_query,False,do i have anything be_after for the 20 first
1283,what time do i work tomorrow,calendar_query,False,what time do i work tomorrow
1289,what date is my anniversary,calendar_query,False,what date is my day_of_remembrance
1284,is the anniversary event on twenty second of this month true,calendar_query,False,is the day_of_remembrance event on 20 sec of this month true
1261,what meetings do i have next thursday,calendar_query,False,what group_meeting do i have next thursday
1315,please train,transport_ticket,False,delight train
1302,book a ticket to ny by train,transport_ticket,False,book a tag to ny by train
1304,order a train ticket to los angeles,transport_ticket,False,order a railroad_train tag to los angeles
1310,please book train ticket to new york,transport_ticket,False,please book railroad_train tag to fresh york
1291,please book a ticket form jaipur to mumbai on tuesday,transport_ticket,False,please book a tag word_form jaipur to Bombay on tuesday
1298,book my chair class ac train ticket from manhattan to new york,transport_ticket,False,book my professorship class Ac train ticket from manhattan to fresh House_of_York
1317,buy a train ticket for one week from now from new york to las vegas nevada,transport_ticket,False,buy a railroad_train ticket for 1 week from now from fresh House_of_York to las Lope_de_Vega Silver_State
1319,please go to amtrak dot com to purchase tickets,transport_ticket,False,delight go to amtrak dot com to purchase tag
1296,book me a return trip from edinburgh to london by train,transport_ticket,False,book me a return trip from edinburgh to Greater_London by train
1295,i want to buy a train ticket tomorrow for boston to new york,transport_ticket,False,i want to buy a train tag tomorrow for boston to fresh House_of_York
1332,turn on the fan socket,iot_wemo_on,False,turn on the fan socket
1331,can you turn on the wemo plug socket,iot_wemo_on,False,can you crook on the wemo plug socket
1329,outlet on,iot_wemo_on,False,outlet on
1334,turn my smart plug socket on,iot_wemo_on,False,crook my smart plug socket on
1322,start the oven,iot_wemo_on,False,start the oven
1323,please turn on wemo socket,iot_wemo_on,False,please turn on wemo socket
1349,turn on my wemo socket,iot_wemo_on,False,crook on my wemo socket
1343,turn on socket,iot_wemo_on,False,turn on socket
1339,turn wemo on,iot_wemo_on,False,turn wemo on
1335,start the smart plug,iot_wemo_on,False,start the smarting plug
1366,prepare to send an outgoing reply message,email_sendemail,False,prepare to direct an outgoing reply message
1367,send a birthday email to my boss,email_sendemail,False,direct a birthday e-mail to my boss
1352,send email how are you dad to dad,email_sendemail,False,direct email how are you dad to dada
1373,email friend,email_sendemail,False,e-mail friend
1378,please send email to pawel with reminder,email_sendemail,False,delight send e-mail to pawel with reminder
1377,please sent this email to my friend,email_sendemail,False,please send this email to my ally
1362,send a confirmation email to sandy,email_sendemail,False,send a verification e-mail to sandy
1360,send email to newmail@gmail dot com,email_sendemail,False,direct e-mail to newmail@gmail dot com
1364,inbox my family,email_sendemail,False,inbox my household
1351,send an email to bill that i'm sorry i didn't realize he was so sick,email_sendemail,False,direct an e-mail to bill that i'm sorry i didn't realize he was so vomit
1390,tell me who send the email about the boss yesterday,email_query,False,tell me who direct the e-mail about the chief yesterday
1409,read me new messages from name,email_query,False,read me fresh message from name
1398,initiate polling for new email,email_query,False,initiate canvass for fresh email
1385,refresh my inbox and inform me about new emails,email_query,False,refresh my inbox and inform me about new e-mail
1386,what is the email sent by this contact read,email_query,False,what is the email sent by this contact read
1391,Check outlook,email_query,False,bank_check outlook
1380,please check if i got any emails from mom,email_query,False,please bank_check if i acquire any emails from mama
1393,check any mail from amazon,email_query,False,bank_check any mail from amazon
1406,which new emails were received,email_query,False,which new emails were have
1394,have i received any mail in the last hour,email_query,False,have i have any mail in the last hour
1433,add sam@gmail dot com to my contacts list,email_addcontact,False,ADD sam@gmail dot com to my contacts listing
1419,add email address iamironman@gmail dot com,email_addcontact,False,ADD email computer_address iamironman@gmail dot com
1417,add a new email,email_addcontact,False,add a fresh email
1429,add jpearsonjessica@gmail dot com to email contacts,email_addcontact,False,ADD jpearsonjessica@gmail dot com to email contact
1439,can you add a new email to my contacts,email_addcontact,False,can you ADD a fresh email to my contacts
1418,add this new email with contact,email_addcontact,False,ADD this new email with contact
1415,save this email in contact,email_addcontact,False,save this email in contact
1421,add dan@dancom to my contacts,email_addcontact,False,add dan@dancom to my contacts
1410,please add smurfette@gmail dot com to my email contacts,email_addcontact,False,please add smurfette@gmail dot com to my e-mail contact
1420,add sarah as email contact,email_addcontact,False,add sarah as email contact
1445,is the road in some particular area wide or narrow,transport_traffic,False,is the road in some specific country wide or narrow
1454,what is my eta to the office if i leave in thirty minutes,transport_traffic,False,what is my Basque_Fatherland_and_Liberty to the business_office if i leave in thirty proceedings
1455,can you tell me about the traffic,transport_traffic,False,can you William_Tell me about the traffic
1462,could you please check the traffic to our home,transport_traffic,False,could you delight bank_check the traffic to our home
1440,how is traffic,transport_traffic,False,how is traffic
1450,how's are the roads looking right now,transport_traffic,False,how's are the roads looking right now
1461,how long will it take to drive to long beach,transport_traffic,False,how long will it issue to drive to long beach
1448,how is the traffic on harvard,transport_traffic,False,how is the traffic on harvard
1460,how is the traffic situation in houston street,transport_traffic,False,how is the traffic situation in houston street
1459,give me a traffic update,transport_traffic,False,spring me a traffic update
1491,please play workout playlist,play_music,False,please drama exercising playlist
1492,start the satellite music feed,play_music,False,beginning the artificial_satellite music feed
1473,let me hear some music,play_music,False,Lashkar-e-Toiba me hear some music
1489,play all songs by metallica on shuffle,play_music,False,play all songs by metallica on shuffling
1482,please play songs i've purchased and favorited,play_music,False,delight drama vocal i've purchased and favorited
1488,play party songs,play_music,False,play political_party songs
1485,play some boy band music,play_music,False,drama some boy band music
1483,let's hear some indie rock okay,play_music,False,let's learn some indie stone okay
1472,go to youtube and play me the best wedding songs collection,play_music,False,go to youtube and drama me the best wedding vocal aggregation
1476,play closer music track,play_music,False,play closer music track
1507,snooze,alarm_remove,False,snooze
1510,reset alarm,alarm_remove,False,reset dismay
1506,remove all alarms if any,alarm_remove,False,remove all alarms if any
1520,turn off eight am alarm,alarm_remove,False,turn off eight am dismay
1509,please remove this alarm,alarm_remove,False,delight remove this alarm
1514,olly cancel all soccer practice alarms,alarm_remove,False,olly cancel all soccer pattern dismay
1504,get rid of the five pm alarm,alarm_remove,False,get rid of the 5 pm dismay
1508,remove my wake up alarm,alarm_remove,False,remove my wake up alarm
1519,remove my eight pm alarm and set it to seven pm,alarm_remove,False,remove my 8 pm dismay and set it to seven pm
1521,remove the alarm set for four hundred am,alarm_remove,False,remove the dismay set for 4 100 am
1544,shuffle song,music_settings,False,shuffle vocal
1550,please repeat the last song,music_settings,False,delight repetition the last song
1553,shazam this music,music_settings,False,shazam this music
1530,could you please create a pandora channel for adele,music_settings,False,could you please create a pandora channel for adele
1559,repeat the music,music_settings,False,repetition the music
1556,turn off shuffle,music_settings,False,turn off shuffling
1537,repeat this song three times,music_settings,False,repetition this song 3 times
1543,please skip to the next song,music_settings,False,please omission to the next vocal
1549,display volume strength on current track,music_settings,False,show bulk strength on electric_current track
1557,please use shuffle,music_settings,False,please use shuffling
1571,how much was airtel sold for sometime back,qa_stock,False,how much was airtel sold for former dorsum
1589,how high is the s n. p,qa_stock,False,how high is the s n. p
1577,whats the current price of mcdonalds stock,qa_stock,False,whats the current price of mcdonalds stock
1585,tell me about price of stock for innova,qa_stock,False,William_Tell me about price of stock for innova
1560,show me share price of facebook,qa_stock,False,display me share price of facebook
1572,tell me amd stock prices,qa_stock,False,tell me amd stock price
1580,could you give me the exact rate for dow nifty futures,qa_stock,False,could you spring me the exact rate for dow bully hereafter
1588,what is apple's stock,qa_stock,False,what is apple's stock
1582,give me the opening stock price of infosys technologies today,qa_stock,False,spring me the opening stock price of infosys technologies today
1586,google stock price,qa_stock,False,google stock price
1600,time to sleep,iot_hue_lightoff,False,time to slumber
1591,please shut off the kitchen lights,iot_hue_lightoff,False,please shut off the kitchen lights
1608,switch the lights off,iot_hue_lightoff,False,switch the visible_light off
1615,turn off all the lights in the living room and den,iot_hue_lightoff,False,turn off all the visible_light in the living room and den
1601,turn off the nearest light to me,iot_hue_lightoff,False,turn off the close light to me
1590,turn off the room lights,iot_hue_lightoff,False,turn off the room visible_light
1609,turn off the garage light,iot_hue_lightoff,False,turn off the garage visible_light
1619,turn off the kitchen lights,iot_hue_lightoff,False,turn off the kitchen lights
1607,turn off light in bedroom,iot_hue_lightoff,False,turn off light in sleeping_room
1602,shut off the lights in the bedroom,iot_hue_lightoff,False,shut off the lights in the sleeping_room
1637,"fantastic job, you did well, olly.",general_praise,False,"fantastic job, you did well, olly."
1640,"well done, musch appreciated.",general_praise,False,"well done, musch appreciated."
1626,"you are my hero, thank you, olly.",general_praise,False,"you are my hero, give_thanks you, olly."
1647,"awesome work, you did well.",general_praise,False,"awesome work, you did well."
1641,"you are awesome, i appreciate it.",general_praise,False,"you are awesome, i appreciate it."
1627,"thank you so much for the help, olly.",general_praise,False,"give_thanks you so much for the help, olly."
1633,"that's amazing work, i appreciate it.",general_praise,False,"that's astonish work, i appreciate it."
1628,"that is cool, musch appreciated.",general_praise,False,"that is cool, musch appreciated."
1625,"that's good one, thank you very much, olly.",general_praise,False,"that's good one, give_thanks you very much, olly."
1620,"awesome work, you've done well.",general_praise,False,"awe-inspiring work, you've done well."
1671,would you confirm the last thing i said please.,general_confirm,False,would you confirm the last thing i say please.
1652,i want you check the last thing i said please.,general_confirm,False,i want you bank_check the last thing i say please.
1658,i'd like you confirm it please.,general_confirm,False,i'd the_like you confirm it please.
1667,please check and confirm the command.,general_confirm,False,please check and corroborate the command.
1662,would you check my last command.,general_confirm,False,would you bank_check my last command.
1663,check question.,general_confirm,False,check question.
1668,i want you to check what i just said please.,general_confirm,False,i want you to check what i just say please.
1655,check and confirm that please.,general_confirm,False,check and confirm that please.
1659,please can you check the last thing i said.,general_confirm,False,delight can you check the last thing i said.
1672,please check detail.,general_confirm,False,delight check detail.
1691,how many euros are in a dollar,qa_currency,False,how many euros are in a dollar
1682,how much is the dollar worth compared to the euro,qa_currency,False,how much is the dollar worth compare to the euro
1696,exchanges rates any problems,qa_currency,False,exchanges rate any problems
1693,what's the rate between the u. s. d. and ukraine's currency,qa_currency,False,what's the rate between the u. s. d. and ukraine's currency
1704,tell me the current dollar ratio for the us and canada,qa_currency,False,William_Tell me the current dollar proportion for the United_States_of_America and canada
1706,given me the exchange rates between u. s. d. and cad,qa_currency,False,given me the exchange rates between u. s. d. and bounder
1687,give me the exchange rate between united states dollar and indian rupee,qa_currency,False,spring me the exchange rate between unify states dollar and American_Indian rupee
1692,convert one dollars to rupees,qa_currency,False,convert one dollars to rupee
1709,how many american dollars are in a euro,qa_currency,False,how many american dollar are in a euro
1683,exchange rate between dollar and mexican peso,qa_currency,False,exchange rate between dollar and Mexican peso
1736,turn up the volume of my speakers,audio_volume_up,False,turn up the bulk of my speakers
1733,raise the volume to fifty,audio_volume_up,False,rise the volume to fifty
1735,audio up,audio_volume_up,False,audio up
1725,turn my audio higher,audio_volume_up,False,turn my sound higher
1714,can you turn up the volume on itunes,audio_volume_up,False,can you turn up the bulk on itunes
1732,on the music player set the volume level at sixty,audio_volume_up,False,on the music participant set the bulk level at sixty
1712,turn up the volume,audio_volume_up,False,crook up the volume
1721,please unmute the settings,audio_volume_up,False,please unmute the settings
1719,increase the volume to max please,audio_volume_up,False,increase the bulk to max delight
1734,please increase the volume of the current song,audio_volume_up,False,delight increase the volume of the current vocal
1747,what is the total of 500 and 23,qa_maths,False,what is the total of 500 and 23
1742,what is the answer to four plus four,qa_maths,False,what is the reply to 4 plus four
1768,what is the square of 4,qa_maths,False,what is the foursquare of 4
1758,what is the square root of ninety seven,qa_maths,False,what is the foursquare root of ninety 7
1767,four plus five equals nine,qa_maths,False,4 plus five equal nine
1751,how do i get the answer to two plus two,qa_maths,False,how do i get the answer to 2 plus 2
1752,what is six minus four,qa_maths,False,what is six minus four
1766,calculate two multiplied by two,qa_maths,False,cipher 2 multiplied by two
1764,how much is remaining after subtracting four from eight,qa_maths,False,how much is remain after subtracting 4 from eight
1749,what is two hundred divided by thirteen,qa_maths,False,what is two hundred split by 13
1795,have there been updates on abortion law,news_query,False,have there been update on abortion law
1783,what are the news stories on the cnn website,news_query,False,what are the news narration on the cnn website
1772,google search the topic,news_query,False,google search the topic
1799,find the this week's news about emigration legislation in the us please,news_query,False,find the this week's news about out-migration statute_law in the us delight
1788,open news about bp oil,news_query,False,clear news about bp oil
1775,automobiles,news_query,False,automobiles
1776,get news about new foreign policy,news_query,False,get news about fresh foreign policy
1781,tell me about the presidential race,news_query,False,tell me about the presidential race
1779,give me the latest updates,news_query,False,give me the up-to-the-minute updates
1793,please tell me the news,news_query,False,delight tell me the news
1820,bring up all the runner lights,iot_hue_lightup,False,convey up all the runner lights
1817,increase the bright of the light,iot_hue_lightup,False,increase the bright of the light
1805,slightly raise the light,iot_hue_lightup,False,somewhat raise the light
1803,set lights brightness higher,iot_hue_lightup,False,set visible_light brightness higher
1806,it's a bit dark increase lighting,iot_hue_lightup,False,it's a bit darkness increase lighting
1827,brighten the lights in living room,iot_hue_lightup,False,brighten the lights in living room
1815,can you bright the lights please,iot_hue_lightup,False,can you bright the lights please
1828,brighten the lights a little bit,iot_hue_lightup,False,brighten the visible_light a small bit
1809,please increase the light,iot_hue_lightup,False,please increase the visible_light
1821,increase lighting,iot_hue_lightup,False,increase lighting
1859,decrease speaker volume,audio_volume_down,False,lessening speaker volume
1842,turn_down speakers,audio_volume_down,False,reject speakers
1838,down the volume,audio_volume_down,False,down the volume
1849,no no turn it down,audio_volume_down,False,no no turn it down
1855,can you turn that down,audio_volume_down,False,can you turn that down
1856,turn speaker volume down,audio_volume_down,False,turn speaker bulk down
1836,down,audio_volume_down,False,down
1847,can you speak quieter please,audio_volume_down,False,can you speak quiet please
1850,lower the volume of the speakers,audio_volume_down,False,lower the volume of the speakers
1854,I need the volume to be quieter,audio_volume_down,False,I demand the volume to be quieter
1872,start vacuum,iot_cleaning,False,start vacuity
1885,please start the vacuum cleaner,iot_cleaning,False,please beginning the vacuity cleaner
1888,go near vacuum cleaner,iot_cleaning,False,go near vacuum cleanser
1882,turn my iroomba on,iot_cleaning,False,crook my iroomba on
1873,start house cleanup,iot_cleaning,False,start firm cleanup
1869,clean the floor,iot_cleaning,False,clean the floor
1864,initiate the robot vacuum cleaner,iot_cleaning,False,initiate the robot vacuum cleanser
1874,will you have the vacuum start cleaning,iot_cleaning,False,will you have the vacuum start cleansing
1866,turn on vacuum cleaner,iot_cleaning,False,crook on vacuum cleaner
1879,please run the vacuum cleaner,iot_cleaning,False,please tally the vacuity cleaner
1894,turn on the lamp,iot_hue_lighton,False,crook on the lamp
1912,i want to turn on the blue lights,iot_hue_lighton,False,i want to crook on the blueness lights
1891,lights on,iot_hue_lighton,False,lights on
1900,lights out,iot_hue_lighton,False,lights out
1919,please turn the lights on,iot_hue_lighton,False,please crook the lights on
1893,turn the lights on,iot_hue_lighton,False,turn the visible_light on
1908,please turn on all the outdoor lights,iot_hue_lighton,False,delight crook on all the outdoor lights
1901,switch on the lights,iot_hue_lighton,False,switch on the visible_light
1918,switch on light,iot_hue_lighton,False,electric_switch on light
1916,turn the lights on brighter,iot_hue_lighton,False,turn the lights on bright
