,speech_text,intent,sampled,speech_text_augmented
1238,play the health show on the television in the living room,play_radio,False,play the health show on the telecasting in the living room
1241,play for me american idol on television,play_radio,False,drama for me American_English idol on television
1255,get me some radio music from kamp fm,play_radio,False,get me some radiocommunication music from kamp FM
1252,play howard stern on sirius,play_radio,False,play Leslie_Howard after_part on sirius
1259,play bbc radio,play_radio,False,play bbc radio
1234,please turn on radio on seven am,play_radio,False,delight crook on radio on seven am
1244,turn on radio now,play_radio,False,crook on radio now
1236,scan the radio for howard stern,play_radio,False,scan the radio for Leslie_Howard after_part
1240,can you turn on pandora,play_radio,False,can you crook on pandora
1247,activate radio and tune into nine hundred and eighty nine,play_radio,False,actuate radio and tune into nine 100 and 80 9
1273,tell me what is on my calendar for tomorrow,calendar_query,False,William_Tell me what is on my calendar for tomorrow
1282,who is scheduled for tomorrow's meeting,calendar_query,False,who is scheduled for tomorrow's meeting
1287,give me the reminders,calendar_query,False,give me the reminder
1278,do i have any get togethers this week,calendar_query,False,do i have any get togethers this hebdomad
1285,is the birthday event on fifteenth of this month true,calendar_query,False,is the birthday event on fifteenth of this month true
1279,is mary's birthday party tonight,calendar_query,False,is mary's birthday political_party tonight
1272,tell me what is on my schedule for today,calendar_query,False,tell me what is on my docket for today
1267,is my schedule full for tomorrow from eight am to two pm,calendar_query,False,is my schedule full-of-the-moon for tomorrow from eight am to 2 necropsy
1281,what day is the meeting on,calendar_query,False,what day is the group_meeting on
1270,meeting july calendar,calendar_query,False,meeting july calendar
1309,book a train ticket for one one way for this tuesday at nine am,transport_ticket,False,book a train ticket for one one mode for this Tues at 9 am
1318,book for me a train ticket to california,transport_ticket,False,book for me a railroad_train tag to california
1299,i need a train ticket traveling to new york in may,transport_ticket,False,i need a railroad_train ticket traveling to fresh york in whitethorn
1307,book a first class ticket in the next train to miami,transport_ticket,False,book a first category tag in the next train to miami
1312,get me a seat on the next train going to new york,transport_ticket,False,get me a seat on the next train going to fresh House_of_York
1293,book a train ticket to boston tomorrow,transport_ticket,False,book a railroad_train ticket to boston tomorrow
1292,set up a train ticket for next week Friday,transport_ticket,False,set up a train tag for next hebdomad Friday
1290,find me train tickets,transport_ticket,False,find me train tag
1311,best ticket price air plane to chester on the twenty first,transport_ticket,False,best ticket price air aeroplane to chester on the 20 first
1297,search for two tickets on tuesday's train to paris,transport_ticket,False,search for 2 tickets on tuesday's train to City_of_Light
1321,turn on the tv socket when i arrive home,iot_wemo_on,False,crook on the tv socket when i arrive place
1328,on mobile charger plug,iot_wemo_on,False,on mobile charger stopper
1345,i need to turn on the plug in my office for my computer,iot_wemo_on,False,i demand to crook on the stopper in my office for my computer
1333,start the laundry,iot_wemo_on,False,start the wash
1344,power yourself on,iot_wemo_on,False,power yourself on
1340,if switch is on then turn on else turn off,iot_wemo_on,False,if electric_switch is on then crook on else turn off
1330,enable smart socket,iot_wemo_on,False,enable smart socket
1341,flip the wemo on,iot_wemo_on,False,somerset the wemo on
1325,wemo plug socket turn on,iot_wemo_on,False,wemo plug socket turn on
1346,power up the plug socket one,iot_wemo_on,False,powerfulness up the stopper socket one
1372,send happy new year to john@gmail dot com,email_sendemail,False,direct felicitous new twelvemonth to john@gmail dot com
1376,send will do thanks to john as a reply to his last message,email_sendemail,False,direct will do thanks to lavatory as a reply to his last message
1375,respond back to the mail,email_sendemail,False,respond dorsum to the mail
1356,send an email to grandma saying we are dropping by on saturday see you then,email_sendemail,False,send an e-mail to grandma saying we are drop by on Sabbatum see you then
1371,reply to heather's latest email by answering no,email_sendemail,False,reply to heather's latest e-mail by reply no
1369,send email to marissa,email_sendemail,False,direct email to marissa
1365,send an email to frank and ask them what the weather going to be like this week,email_sendemail,False,direct an email to frank and inquire them what the weather_condition going to be the_like this week
1374,write email to family member and read it back,email_sendemail,False,compose email to household member and read it back
1358,forward email,email_sendemail,False,forward e-mail
1355,email co worker about work project,email_sendemail,False,email carbon_monoxide_gas worker about work project
1382,do i have any emails from robert,email_query,False,do i have any emails from Henry_M._Robert
1401,check all new emails in my inbox,email_query,False,bank_check all new emails in my inbox
1408,open email for unread mails,email_query,False,clear e-mail for unread mails
1383,check email from john,email_query,False,check e-mail from john
1392,hey do i have any emails from bob about the bulldog,email_query,False,hey do i have any emails from shilling about the bulldog
1400,please check new email from andy,email_query,False,delight bank_check new e-mail from andy
1381,do i have a new email from eric,email_query,False,do i have a new email from eric
1388,did i get an email from mike,email_query,False,did i get an email from mike
1397,read unchecked email,email_query,False,read unchecked email
1404,do i have a new email from sandy,email_query,False,do i have a new email from sandy
1434,add this email to a new contact,email_addcontact,False,add this e-mail to a fresh contact
1416,i need to add this new contact for sam smith ssmith@yahoo dot com,email_addcontact,False,i demand to add this new contact for SAM smith ssmith@yahoo dot com
1412,add a new contact for daniel bell dbell@aol dot com,email_addcontact,False,add a new contact for Daniel doorbell dbell@aol dot com
1437,save email id,email_addcontact,False,save e-mail id
1422,add this email to my address book,email_addcontact,False,add this e-mail to my computer_address book
1431,locate the email to giant eagle and put it into my contact list,email_addcontact,False,turn_up the e-mail to colossus eagle and put it into my contact list
1424,make a new contact with this email,email_addcontact,False,make a fresh contact with this e-mail
1426,make this email a new contact,email_addcontact,False,make this e-mail a new contact
1411,add apahelp@yahoo dot com to my contacts,email_addcontact,False,ADD apahelp@yahoo dot com to my contact
1428,put sam@gmail dot com in my email contacts list,email_addcontact,False,put sam@gmail dot com in my email contact listing
1456,is traffic heavy,transport_traffic,False,is traffic heavy
1447,how is the traffic around city center,transport_traffic,False,how is the traffic around metropolis center
1469,are there any traffic issues,transport_traffic,False,are there any traffic issue
1458,traffic alert,transport_traffic,False,traffic alert
1465,please update me the traffic status,transport_traffic,False,delight update me the traffic status
1466,traffic status please,transport_traffic,False,traffic position please
1446,how long will it take me to get to the west side,transport_traffic,False,how long will it issue me to get to the west side
1452,are the streets congested right now,transport_traffic,False,are the streets congested right now
1464,is there heavy traffic on the I fifteen in las vegas right now,transport_traffic,False,is there heavy traffic on the I 15 in las Lope_de_Vega right now
1449,traffic please,transport_traffic,False,traffic please
1497,now playing,play_music,False,now playing
1479,kenny roger's lady play,play_music,False,kenny roger's lady drama
1496,play lady by kenny roger,play_music,False,play lady by kenny roger
1495,google find and play florida georgia line the one with nelly,play_music,False,google find and play florida Empire_State_of_the_South line the 1 with nelly
1481,please play the beatles ps i love you,play_music,False,delight play the beatles PS i love you
1484,play neil sedaka,play_music,False,play neil sedaka
1494,play the song get happy by ella fitzgeral,play_music,False,drama the song get felicitous by ella fitzgeral
1474,hi google play me playlist wacky in my gaana application,play_music,False,hi google drama me playlist cockamamy in my gaana application
1471,initiate the music on the electronic playlist,play_music,False,beginner the music on the electronic play_list
1478,play me an upbeat song through your speakers,play_music,False,play me an well-being vocal through your speakers
1515,delete the first alarm,alarm_remove,False,delete the first dismay
1502,do not wake me up tomorrow,alarm_remove,False,do not wake me up tomorrow
1523,turn off the alarm for tomorrow morning,alarm_remove,False,turn off the dismay for tomorrow morn
1525,kickball is over i do not need the alarm for kickball on wednesday evening any longer,alarm_remove,False,kickball is over i do not need the alarm for kickball on Midweek evening any thirster
1528,set off this alarm,alarm_remove,False,set off this alarm
1527,turn off my alarms,alarm_remove,False,crook off my alarms
1522,remove finlee's bedtime alarm,alarm_remove,False,remove finlee's bedtime alarm
1524,remove alarm of seven thirty am on monday,alarm_remove,False,remove alarm of 7 thirty am on Mon
1517,get rid of my eight am alarm,alarm_remove,False,get free of my 8 am alarm
1512,remove the first alarm,alarm_remove,False,remove the number_one alarm
1540,olly skip song,music_settings,False,olly omission song
1538,make a laundry setting for the volume at twenty,music_settings,False,make a wash setting for the bulk at 20
1532,stop after current song,music_settings,False,stop after current vocal
1547,open music player settings,music_settings,False,open music participant scene
1539,put the last song on repeat,music_settings,False,put the finale song on repeat
1552,change song,music_settings,False,change vocal
1554,repeat the current song,music_settings,False,repeat the current vocal
1531,turn on shuffle,music_settings,False,crook on shuffle
1545,shuffle music by aaron carter,music_settings,False,shuffling music by aaron carter
1555,make sure my shuffles are always repeat and always shuffled,music_settings,False,make sure my shuffling are always repetition and always scuffle
1579,what's my stock fluctuations,qa_stock,False,what's my stock fluctuations
1573,is i. b. m. up today,qa_stock,False,is i. b. m. up today
1567,what is terranova stock going for,qa_stock,False,what is terranova stock going for
1564,what is apple's stock price,qa_stock,False,what is apple's stock price
1568,show me share price of tata,qa_stock,False,show me portion price of tata
1574,give me the stock price of intel,qa_stock,False,give me the stock price of intel
1565,how much would it cost to buy stock in apple,qa_stock,False,how much would it cost to buy stock in apple
1587,tell me lexmark's current stock price,qa_stock,False,tell me lexmark's current stock price
1583,what are amd stock prices,qa_stock,False,what are AMD stock prices
1578,please find today's stock prices for samsung company,qa_stock,False,delight find today's stock price for samsung company
1611,turn the lamp off,iot_hue_lightoff,False,turn the lamp off
1618,shutoff light in the kitchen,iot_hue_lightoff,False,shutoff light in the kitchen
1595,cut the lights off,iot_hue_lightoff,False,cut the lights off
1610,turn off the light in the bathroom,iot_hue_lightoff,False,crook off the light in the bathroom
1613,light off now,iot_hue_lightoff,False,light off now
1612,can you please turn off the light of my bed room,iot_hue_lightoff,False,can you please crook off the light of my bed room
1616,hey turn off the light please,iot_hue_lightoff,False,hey crook off the light delight
1598,please turn off all the lights in my house,iot_hue_lightoff,False,delight crook off all the lights in my house
1604,lights off in the kitchen please,iot_hue_lightoff,False,lights off in the kitchen delight
1605,please turn off all the lights in the house,iot_hue_lightoff,False,delight turn off all the visible_light in the house
1638,you've done that correctly thanks.,general_praise,False,you've done that right thanks.
1645,"nice job, you have done well, olly.",general_praise,False,"nice job, you have done well, olly."
1622,"wonderful work, you did well, olly.",general_praise,False,"grand work, you did well, olly."
1631,"thank you for doing it, olly.",general_praise,False,"thank you for doing it, olly."
1630,"appreciated, that is great job.",general_praise,False,"appreciated, that is great job."
1635,"appreciated, that's nice.",general_praise,False,"appreciated, that's nice."
1648,you have done that right appreciated.,general_praise,False,you have done that right appreciated.
1621,"it's good one, appreciated.",general_praise,False,"it's good one, appreciated."
1634,"it's good job, i appreciate it.",general_praise,False,"it's good job, i appreciate it."
1646,you are smart.,general_praise,False,you are smart.
1677,would you confirm the detail.,general_confirm,False,would you confirm the detail.
1651,could you confirm what i just said please.,general_confirm,False,could you corroborate what i just say please.
1669,could you please check and confirm the detail.,general_confirm,False,could you delight bank_check and confirm the detail.
1670,please will you check and confirm what i just said.,general_confirm,False,please will you bank_check and confirm what i just said.
1674,check and confirm the last thing said please.,general_confirm,False,check and corroborate the last thing say please.
1673,can you please check and confirm what just said.,general_confirm,False,can you delight check and corroborate what just said.
1653,could you please check and confirm that.,general_confirm,False,could you delight check and confirm that.
1675,could you check that please.,general_confirm,False,could you check that please.
1656,will you confirm that please.,general_confirm,False,will you confirm that please.
1650,please would you check and confirm it.,general_confirm,False,delight would you check and confirm it.
1695,how much is twenty argentinian pesos in pounds,qa_currency,False,how much is 20 Argentine pesos in lb
1697,which bank will give better rate for currencies i have,qa_currency,False,which depository_financial_institution will spring better rate for currency i have
1690,what is the currency conversion charges applicable,qa_currency,False,what is the currency transition charges applicable
1686,currency exchange,qa_currency,False,currency exchange
1705,what is the exchange rate between the us dollar and the aus dollar,qa_currency,False,what is the exchange rate between the United_States_of_America dollar and the aus dollar
1684,how much is ten euros in dollars,qa_currency,False,how much is ten euros in dollar
1685,what's the exchange between u. s. d. and cad,qa_currency,False,what's the exchange between u. s. d. and cad
1703,is the pound up or down against the dollar,qa_currency,False,is the pound up or down against the dollar
1698,what is the exchange rate between the dollar and the euro currently,qa_currency,False,what is the exchange rate between the dollar and the euro currently
1699,dollar rate at present,qa_currency,False,dollar rate at nowadays
1720,increase the volume please,audio_volume_up,False,increase the bulk please
1715,turn up the volume on my speakers,audio_volume_up,False,turn up the bulk on my speakers
1730,turn up radio volume,audio_volume_up,False,turn up radiocommunication volume
1711,can you speak louder,audio_volume_up,False,can you speak brassy
1718,please turn up the speaker volume,audio_volume_up,False,delight turn up the speaker bulk
1727,unmute my sound,audio_volume_up,False,unmute my sound
1723,turn up volume,audio_volume_up,False,crook up volume
1716,please turn the volume to the loudest setting,audio_volume_up,False,delight turn the volume to the brassy scene
1738,louder please,audio_volume_up,False,brassy please
1724,increase the volume,audio_volume_up,False,increase the bulk
1741,convert one kilo to pound,qa_maths,False,convert one kg to pound
1748,what is twenty three times fifty two,qa_maths,False,what is 20 three times 50 2
1753,whats two hundred divided by five,qa_maths,False,whats two 100 divided by 5
1750,what is the square root of one hundred and forty eight thousand five hundred and eighty seven,qa_maths,False,what is the foursquare beginning of 1 100 and forty eight thousand 5 hundred and eighty 7
1746,sum of five and two,qa_maths,False,sum of five and 2
1743,how do i subtract four from two,qa_maths,False,how do i subtract 4 from two
1744,what is three times seven,qa_maths,False,what is three multiplication seven
1745,i've got dollars for the month how much can i spend every day this month,qa_maths,False,i've got dollar for the month how much can i pass every day this month
1765,what is four plus four,qa_maths,False,what is four plus 4
1740,what is ten times ten,qa_maths,False,what is 10 times ten
1780,tell me updates,news_query,False,William_Tell me updates
1797,check the news,news_query,False,check the intelligence
1785,what does the analysts say about the new immigration policies,news_query,False,what does the analyst state about the new immigration policy
1777,give me the morning news,news_query,False,give me the morning intelligence
1774,please share up to the minute details on sprint,news_query,False,please portion up to the min details on sprint
1791,celeb news,news_query,False,celeb intelligence
1790,headline news for texas,news_query,False,headline intelligence for texas
1794,please advise what the current news is on fox news,news_query,False,delight advise what the current intelligence is on fox intelligence
1773,update me on the standing rock protest,news_query,False,update me on the standing stone protest
1796,what is happening in the world right now,news_query,False,what is happening in the existence right now
1818,make this room brighter,iot_hue_lightup,False,make this room brighter
1825,turn the lights higher,iot_hue_lightup,False,turn the visible_light higher
1811,brighter,iot_hue_lightup,False,brighter
1816,switch up the color of the lights in the house,iot_hue_lightup,False,electric_switch up the colour of the lights in the house
1802,can we turn up the lights,iot_hue_lightup,False,can we turn up the visible_light
1807,brighten my bedroom light,iot_hue_lightup,False,brighten my bedroom visible_light
1826,make the ceiling lights brighter,iot_hue_lightup,False,make the ceiling visible_light brighter
1814,turn up the light,iot_hue_lightup,False,crook up the light
1819,make the light more visible,iot_hue_lightup,False,make the visible_light more visible
1800,can you brighten the lights for me,iot_hue_lightup,False,can you brighten the visible_light for me
1852,decrease volume to very soft,audio_volume_down,False,lessening volume to very soft
1846,make the volume lower,audio_volume_down,False,make the volume lower
1853,start the radio now on low volume,audio_volume_down,False,beginning the radiocommunication now on low volume
1845,speak softer please,audio_volume_down,False,speak soft please
1843,lower volume to half,audio_volume_down,False,lower volume to half
1831,you're too loud,audio_volume_down,False,you're too loud
1848,lower the volume on the speakers,audio_volume_down,False,lower the bulk on the speakers
1833,please lower the speaker volume,audio_volume_down,False,please lower the speaker bulk
1858,talk quieter please,audio_volume_down,False,talk quiet please
1830,turn down the volume,audio_volume_down,False,crook down the volume
1861,run vacuum cleaner,iot_cleaning,False,run vacuum cleanser
1860,can you start the roomba,iot_cleaning,False,can you start the roomba
1889,does the robot vacuum cleaner have to be plugged in,iot_cleaning,False,does the robot vacuity cleaner have to be stop_up in
1878,begin vacuuming,iot_cleaning,False,begin vacuum-clean
1876,robot vacuum the hallway now,iot_cleaning,False,robot vacuum the hallway now
1881,turn on the robot vacuum cleaner,iot_cleaning,False,crook on the robot vacuum cleaner
1868,switch on the roomba,iot_cleaning,False,switch on the roomba
1867,vacuum the dining room,iot_cleaning,False,vacuum the dining room
1870,run the robot vacuum cleaner,iot_cleaning,False,tally the robot vacuity cleaner
1877,start roomba,iot_cleaning,False,beginning roomba
1911,turn on the lights,iot_hue_lighton,False,crook on the lights
1890,turn the lights on full bright,iot_hue_lighton,False,crook the visible_light on full bright
1910,it's too dark i can't even see my hands,iot_hue_lighton,False,it's too darkness i can't eve see my hands
1892,put the disco lights on,iot_hue_lighton,False,put the disco visible_light on
1902,turn on hall lights,iot_hue_lighton,False,turn on hall lights
1909,turn all lights on,iot_hue_lighton,False,turn all visible_light on
1914,It's too dark in here,iot_hue_lighton,False,It's too dark in here
1898,can you put the lights on the high setting,iot_hue_lighton,False,can you put the visible_light on the high scene
1895,it is dark,iot_hue_lighton,False,it is dark
1905,i can't see anything,iot_hue_lighton,False,i can't see anything
